L,R,F,M,C
1.605649,1.770787,-0.706591,-0.686059,0.458492
-1.226058,0.630481,-0.635722,-0.686059,0.458492
-1.248466,1.401702,-0.706591,-0.674517,0.118563
-0.820349,0.509289,-0.635722,-0.651764,-0.416802
0.801308,0.768199,-0.706591,-0.693089,0.694415
-0.372182,-0.091161,-0.706591,-0.635851,-0.713890
-0.584472,1.115249,-0.564852,-0.670859,0.021119
-0.337980,1.500859,-0.493983,-0.645874,-0.533688
0.025271,-0.779752,-0.706591,-0.700832,0.985173
0.796590,2.536499,-0.706591,-0.680264,0.279456
-0.908803,0.261397,-0.706591,-0.695084,0.764361
-0.869883,-0.085653,-0.423114,-0.657416,-0.299526
-0.849834,2.630147,-0.564852,-0.712517,1.502058
-1.030280,-0.713647,-0.564852,-0.567926,-1.565139
-0.319110,-0.823821,-0.493983,-0.582603,-1.422528
0.261149,-0.867891,-0.635722,-0.579611,-1.453606
-1.249646,-0.774243,-0.493983,-0.688054,0.518393
-0.137484,0.834304,-0.635722,-0.699929,0.945693
-0.908803,2.431833,-0.564852,-0.665444,-0.117980
1.856859,-0.867891,-0.564852,-0.647774,-0.500444
1.922904,-0.691612,-0.706591,-0.707482,1.261897
-0.797941,-0.653051,-0.493983,-0.668769,-0.036904
-1.055047,-0.372106,-0.635722,-0.540185,-1.796404
0.087779,-0.306001,-0.706591,-0.620746,-0.956583
0.578404,-0.372106,-0.564852,-0.607636,-1.136339
1.076105,-0.377615,-0.635722,-0.659744,-0.251974
1.431100,-0.928487,-0.706591,-0.693992,0.718369
0.059473,0.189783,-0.706591,-0.668104,-0.055540
0.887403,-0.608981,-0.706591,-0.643451,-0.585144
-1.276772,-0.834839,-0.423114,-0.584313,-1.408195
-0.201171,-0.625507,-0.564852,-0.655801,-0.339864
-1.220161,1.330089,-0.706591,-0.547643,-1.740793
0.635014,-0.377615,-0.635722,-0.653189,-0.394905
-1.125810,-0.889926,-0.635722,-0.646776,-0.522798
-1.084532,1.423737,-0.564852,-0.712707,1.502058
1.895779,-0.895435,-0.635722,-0.688054,0.512617
-1.302718,-0.922978,-0.635722,-0.653189,-0.395920
-0.466533,-0.074635,-0.423114,-0.588398,-1.365594
1.924084,-0.146249,-0.564852,-0.622076,-0.939754
-1.259081,1.313563,-0.706591,-0.665586,-0.119367
0.656243,0.079609,-0.635722,-0.670954,0.014153
-1.282669,-0.686103,-0.635722,-0.636326,-0.713890
-0.678823,-0.768734,-0.564852,-0.599798,-1.236434
-0.478327,0.503781,-0.706591,-0.608586,-1.127184
0.659781,-0.658560,-0.635722,-0.613954,-1.056191
-1.321588,-0.515333,-0.564852,-0.677604,0.192251
-0.500735,-0.339054,-0.493983,-0.628394,-0.844762
0.236381,-0.399650,-0.706591,-0.614096,-1.054419
-0.897009,3.037793,-0.706591,-0.653616,-0.389605
-0.897009,3.037793,-0.706591,-0.653616,-0.389605
-0.897009,3.037793,-0.706591,-0.653616,-0.389605
-0.751945,2.481412,-0.706591,-0.653616,-0.389605
-1.105761,1.484333,-0.706591,-0.685347,0.421108
1.074925,-0.768734,-0.706591,-0.685347,0.421108
0.126698,1.814856,-0.706591,-0.685347,0.421108
-1.122272,1.098723,-0.706591,-0.633334,-0.766664
-0.334442,0.994057,-0.635722,-0.534675,-1.840795
0.547740,0.905917,-0.706591,-0.675467,0.130297
-1.294463,-0.432702,-0.564852,-0.615094,-1.042441
-1.280310,-0.344563,-0.706591,-0.658794,-0.280007
-1.034997,2.250045,-0.706591,-0.674564,0.105556
-1.033818,1.886470,-0.635722,-0.712849,1.502058
1.125639,-0.741190,-0.635722,-0.678792,0.222933
0.585480,0.729638,-0.706591,-0.638559,-0.678523
0.131416,2.261063,-0.564852,-0.706247,1.194900
-1.148219,1.219914,-0.635722,-0.556716,-1.671014
1.620981,1.969101,-0.635722,-0.661881,-0.211868
1.734203,2.707269,-0.493983,-0.663591,-0.172770
-1.165909,1.682647,-0.706591,-0.676322,0.150870
0.071267,2.811935,-0.706591,-0.631766,-0.794962
0.665678,-0.366597,-0.706591,-0.706057,1.183847
1.681130,-0.256423,-0.706591,-0.589253,-1.361152
-0.807376,-0.454737,-0.564852,-0.683304,0.352605
-0.786147,-0.052600,-0.635722,-0.658319,-0.294347
-0.385155,1.021600,-0.564852,-0.646491,-0.536524
-1.211905,0.360554,-0.564852,-0.614619,-1.052326
0.820178,-0.228879,-0.635722,-0.559851,-1.646342
-0.615136,-0.239897,-0.423114,-0.610201,-1.111926
-0.588010,1.429246,-0.564852,-0.647014,-0.527244
1.241219,1.710191,-0.706591,-0.712992,1.502058
0.375549,-0.845856,-0.635722,-0.617991,-1.006048
0.735262,1.473316,-0.706591,-0.684967,0.402284
1.789634,1.197880,-0.706591,-0.684967,0.402284
-0.552628,2.470394,-0.706591,-0.684967,0.402284
1.538424,0.927952,-0.706591,-0.630816,-0.812688
1.830912,0.624973,-0.635722,-0.683114,0.343558
-0.993719,1.434755,-0.564852,-0.507315,-2.023240
-1.138784,-0.801786,-0.706591,-0.686724,0.456089
-0.964234,-0.862382,-0.706591,-0.686724,0.456089
-1.272054,-0.239897,-0.493983,-0.677129,0.168522
-0.600983,1.577981,-0.706591,-0.655516,-0.357821
-0.989001,0.861848,-0.635722,-0.546930,-1.753593
-0.511350,-0.482281,-0.564852,-0.651241,-0.446782
0.571327,-0.790769,-0.564852,-0.574243,-1.517856
1.060773,-0.498807,-0.635722,-0.678127,0.195383
-1.092787,1.980118,-0.706591,-0.713087,1.502058
-0.972490,0.635990,-0.635722,-0.560706,-1.641438
0.769464,-0.653051,-0.635722,-0.523750,-1.920952
0.906273,1.792822,-0.706591,-0.623406,-0.930080
1.326135,2.767865,-0.706591,-0.623406,-0.930080
1.608008,-0.531859,-0.635722,-0.592246,-1.332140
1.471199,-0.003022,-0.635722,-0.539283,-1.812857
0.192744,-0.405158,-0.706591,-0.651574,-0.441748
-0.508991,-0.625507,-0.706591,-0.632431,-0.790901
-1.247287,-0.493298,-0.635722,-0.544793,-1.772145
1.587959,-0.939504,-0.564852,-0.573958,-1.522353
-0.527861,0.432167,-0.423114,-0.693327,0.673330
-0.734254,1.186862,-0.493983,-0.693754,0.688359
1.144509,2.778883,-0.635722,-0.696319,0.781425
-1.038536,0.977531,-0.564852,-0.660741,-0.247671
1.136254,-0.030565,-0.635722,-0.619084,-0.995966
-0.358029,2.927618,-0.706591,-0.676702,0.150870
0.133775,-0.917470,-0.635722,-0.682924,0.331029
0.776541,-0.135231,-0.706591,-0.671524,0.011396
0.901556,-0.394141,-0.706591,-0.696509,0.786239
0.890941,-0.344563,-0.635722,-0.655896,-0.355333
1.317879,1.649595,-0.635722,-0.658841,-0.291693
-0.434690,-0.047092,-0.706591,-0.566026,-1.597503
-1.137604,1.814856,-0.706591,-0.549020,-1.740793
0.518255,-0.173792,-0.635722,-0.610059,-1.120327
-1.264978,1.126266,-0.635722,-0.636041,-0.733144
0.877968,-0.339054,-0.564852,-0.608966,-1.134788
-0.959517,-0.834839,-0.635722,-0.645351,-0.567062
0.100752,-0.520842,-0.635722,-0.605261,-1.182302
-0.117435,2.387763,-0.635722,-0.600463,-1.241093
-1.283848,0.801252,-0.564852,-0.699407,0.894024
0.809563,-0.460246,-0.493983,-0.668579,-0.065320
-0.057286,0.007996,-0.635722,-0.665396,-0.144139
-0.372182,1.170336,-0.706591,-0.630864,-0.821223
0.802487,-0.531859,-0.635722,-0.657511,-0.324400
-0.921776,-0.553894,-0.635722,-0.670099,-0.029490
2.089198,-0.619999,-0.706591,-0.693849,0.684094
-0.697693,-0.548385,-0.564852,-0.605261,-1.184864
-0.989001,-0.741190,-0.493983,-0.512065,-2.000221
0.732903,1.809348,-0.635722,-0.652286,-0.435097
-0.104461,2.145380,-0.564852,-0.614476,-1.065199
0.090137,-0.383124,-0.635722,-0.665966,-0.133256
0.802487,-0.818313,-0.706591,-0.605641,-1.180780
-1.196573,-0.014039,-0.706591,-0.635851,-0.740914
-0.875780,-0.162775,-0.706591,-0.691474,0.598019
-1.017307,0.691077,-0.635722,-0.683732,0.346742
-1.131707,-0.085653,-0.423114,-0.469837,-2.229105
-0.369823,0.167749,-0.635722,-0.642026,-0.634268
-0.468892,-0.939504,-0.706591,-0.694894,0.717415
-1.034997,-0.746699,-0.493983,-0.614809,-1.062341
0.124340,-0.074635,-0.493983,-0.629771,-0.842103
-0.485403,-0.856874,-0.564852,-0.661169,-0.247391
1.402795,0.063083,0.214711,-0.691617,0.601266
0.579583,-0.168283,-0.635722,-0.581748,-1.452891
1.375669,0.041048,-0.706591,-0.685347,0.394084
0.931040,-0.730173,-0.706591,-0.685347,0.394084
-1.110478,-0.228879,-0.635722,-0.710237,1.344207
-1.185959,-0.372106,-0.564852,-0.693992,0.681393
1.243578,-0.306001,-0.706591,-0.745292,3.718007
-1.026742,0.580903,-0.564852,-0.608586,-1.147361
-0.409923,1.071179,-0.635722,-0.589871,-1.368899
-0.598624,0.046557,-0.564852,-0.649341,-0.499773
-1.123451,-0.322528,-0.564852,-0.699407,0.880512
0.165618,0.366063,-0.635722,-0.621934,-0.965179
0.776541,2.062749,-0.635722,-0.628536,-0.865297
0.179771,-0.669577,-0.493983,-0.677319,0.153236
1.004162,-0.427193,-0.564852,-0.664019,-0.187392
1.242398,-0.939504,-0.423114,-0.683352,0.327713
-0.746048,-0.889926,-0.706591,-0.692092,0.610412
-0.875780,-0.933996,-0.635722,-0.649056,-0.508255
1.034826,0.933461,-0.706591,-0.698077,0.826464
1.124460,-0.586946,-0.706591,-0.692092,0.609626
-1.092787,1.115249,-0.635722,-0.620176,-0.992823
-0.038416,0.178766,-0.564852,-0.672474,0.019399
-0.958337,0.498272,-0.635722,-0.683969,0.344098
-0.204709,2.172923,-0.635722,-0.674707,0.078020
-0.846296,2.575060,-0.706591,-0.677367,0.150870
-1.010230,2.233519,-0.635722,-0.713704,1.502058
-0.897009,0.007996,-0.564852,-0.681452,0.267997
-0.268396,-0.922978,-0.706591,-0.704109,1.064678
-1.137604,0.773708,-0.493983,-0.531730,-1.877985
-0.866345,-0.856874,-0.493983,-0.673804,0.053585
-0.984284,0.250379,-0.635722,-0.707814,1.224559
-1.249646,0.421150,-0.635722,-0.680502,0.239776
1.092616,-0.427193,-0.493983,-0.614524,-1.073097
-1.203650,0.790234,-0.635722,-0.673994,0.058259
-1.097505,-0.586946,-0.564852,-0.699264,0.868856
-0.926494,2.922109,-0.706591,-0.690667,0.556227
1.164559,1.649595,-0.635722,-0.690429,0.548027
-0.638724,2.646673,-0.635722,-0.613811,-1.084555
-0.757842,1.748752,-0.635722,-0.643594,-0.615986
0.920426,-0.768734,-0.423114,-0.709809,1.311061
0.649167,1.027109,-0.635722,-0.603076,-1.222760
-1.220161,-0.118705,-0.635722,-0.678792,0.186902
-0.926494,-0.080144,-0.635722,-0.637656,-0.722672
1.701180,1.980118,-0.706591,-0.667154,-0.120193
1.065490,0.916935,-0.706591,-0.705392,1.112566
1.204658,1.324580,-0.706591,-0.697744,0.804432
-0.475968,2.922109,-0.706591,-0.697744,0.804432
-0.496018,0.112661,-0.635722,-0.702162,0.976617
-0.705949,0.823286,-0.564852,-0.632574,-0.809307
-0.958337,0.707603,-0.635722,-0.710617,1.344038
-0.211786,-0.041583,-0.635722,-0.704442,1.069678
-0.343877,0.096135,-0.706591,-0.639271,-0.697069
-1.037356,-0.807295,-0.635722,-0.653094,-0.435919
-0.740151,-0.515333,-0.706591,-0.647251,-0.551748
0.952269,2.007662,-0.635722,-0.634189,-0.783965
-1.300359,-0.328036,-0.564852,-0.583363,-1.446272
1.123280,-0.261932,-0.564852,-0.558616,-1.676675
0.928681,2.283098,-0.706591,-0.684967,0.364451
-0.914700,-0.884417,-0.635722,-0.710854,1.351207
1.143330,-0.697121,-0.706591,-0.658746,-0.318679
0.857918,1.126266,-0.635722,-0.625496,-0.922921
-1.000795,1.043635,-0.706591,-0.677747,0.150870
0.223408,0.762691,-0.493983,-0.480762,-2.184195
0.426263,-0.631016,-0.706591,-0.698457,0.826464
-1.098684,-0.421685,-0.635722,-0.691237,0.566556
-1.283848,-0.250914,-0.564852,-0.681547,0.258965
1.043082,-0.823821,-0.706591,-0.661691,-0.254486
-0.897009,1.996644,-0.564852,-0.659174,-0.311195
-1.034997,2.393272,-0.706591,-0.708289,1.229914
0.592556,1.302545,-0.706591,-0.625449,-0.925590
1.140971,0.002487,-0.706591,-0.736125,2.879277
0.145569,2.068258,-0.635722,-0.688149,0.461362
0.111366,-0.697121,-0.706591,-0.745672,3.718007
-1.148219,1.308054,-0.706591,-0.697459,0.784704
0.716392,1.566964,-0.564852,-0.690667,0.543104
-0.025442,-0.570420,-0.493983,-0.638891,-0.709240
1.098513,2.668708,-0.706591,-0.686962,0.421108
-1.059765,2.255554,-0.706591,-0.631434,-0.834051
-0.385155,1.467807,-0.706591,-0.551253,-1.740793
1.238860,-0.548385,-0.635722,-0.689764,0.511187
-0.794403,-0.300493,-0.706591,-0.702162,0.965033
-1.152936,-0.300493,-0.635722,-0.568163,-1.597460
-0.612777,1.693665,-0.706591,-0.625069,-0.934042
0.565430,-0.272949,-0.564852,-0.598896,-1.281389
-1.049150,2.233519,-0.706591,-0.133154,-3.051977
-1.086890,-0.151757,-0.706591,-0.683304,0.304708
-0.886395,-0.713647,-0.635722,-0.675467,0.080748
-0.707128,-0.030565,-0.493983,-0.711472,1.369870
-0.642262,1.605525,-0.706591,-0.625401,-0.930080
-0.697693,2.778883,-0.706591,-0.625401,-0.930080
-1.006692,2.040714,-0.706591,-0.625401,-0.930080
0.690445,1.671630,-0.706591,-0.625401,-0.930080
-0.563243,3.015758,-0.706591,-0.625401,-0.930080
-1.314512,-0.311510,-0.493983,-0.634664,-0.784033
-0.426434,-0.102179,-0.635722,-0.654471,-0.417148
1.102051,-0.636525,-0.706591,-0.707292,1.177773
1.255372,-0.713647,-0.706591,-0.687912,0.447370
0.199820,0.283432,-0.706591,-0.677319,0.130335
-0.987822,2.624638,-0.635722,-0.624831,-0.939616
-0.349774,0.393606,-0.635722,-0.576428,-1.522112
-0.817990,-0.680595,-0.706591,-0.684444,0.337038
1.236501,2.602604,-0.635722,-0.687532,0.433642
-1.236673,-0.768734,-0.564852,-0.585406,-1.432692
-0.901727,3.048810,-0.706591,-0.671524,-0.026147
0.103111,2.602604,-0.635722,-0.708574,1.231821
-0.750765,-0.146249,-0.706591,-0.745815,3.718007
-0.506632,-0.779752,-0.493983,-0.582841,-1.459746
-0.274293,0.801252,-0.706591,-0.652476,-0.461387
1.941775,-0.708138,-0.564852,-0.707624,1.187186
-1.174165,1.175845,-0.635722,-0.564411,-1.634845
1.756611,-0.410667,-0.706591,-0.677224,0.123591
-0.145740,0.178766,-0.564852,-0.651241,-0.486561
-0.973669,0.894900,-0.635722,-0.618799,-1.030357
1.426383,-0.107687,-0.635722,-0.661169,-0.277331
-1.076276,0.696586,-0.706591,-0.684777,0.343107
0.090137,0.035539,-0.706591,-0.703587,1.012829
-1.072738,0.063083,-0.706591,-0.677652,0.133845
1.507760,-0.631016,-0.635722,-0.650624,-0.500311
-0.865166,-0.515333,-0.493983,-0.666156,-0.162904
-0.659952,0.916935,-0.564852,-0.687057,0.413160
0.775361,0.547850,-0.564852,-0.615854,-1.072490
1.089078,-0.272949,-0.564852,-0.598041,-1.296941
-1.058585,2.310641,-0.706591,-0.695037,0.682096
-0.144560,-0.058109,-0.706591,-0.604881,-1.215474
-1.207188,-0.884417,-0.423114,-0.627444,-0.905693
-0.741330,-0.190318,-0.635722,-0.696319,0.727377
-1.138784,1.919522,-0.706591,-0.621126,-0.999996
-0.678823,0.266906,-0.635722,-0.626589,-0.919347
0.435698,3.021266,-0.635722,-0.651004,-0.495383
-1.084532,-0.597964,-0.706591,-0.708669,1.226958
-0.124511,-0.416176,-0.564852,-0.624831,-0.946635
-1.103402,-0.217862,-0.635722,-0.596616,-1.315544
-0.906444,-0.686103,-0.635722,-0.689907,0.501580
0.677472,-0.388632,-0.706591,-0.678032,0.139692
-0.928853,1.533912,-0.635722,-0.714512,1.502058
-0.755483,-0.008530,-0.635722,-0.691379,0.550020
0.059473,-0.636525,-0.706591,-0.674517,0.042775
-0.690617,-0.867891,-0.564852,-0.623834,-0.962700
0.763567,0.388097,-0.635722,-0.686012,0.374403
0.359038,0.850830,-0.706591,-0.750612,4.204434
-1.072738,1.544929,-0.635722,-0.714559,1.502058
0.222229,2.773374,-0.635722,-0.593528,-1.352435
-0.136305,1.275002,-0.635722,-0.690334,0.511187
-0.461816,1.484333,-0.635722,-0.690334,0.511187
-1.070379,0.531324,-0.635722,-0.703539,0.999798
1.208196,-0.328036,-0.635722,-0.657464,-0.367234
0.537125,-0.939504,-0.564852,-0.672902,-0.003064
-0.319110,-0.129722,-0.706591,-0.602126,-1.254365
1.846244,2.216993,-0.706591,-0.735887,2.825158
-0.388694,2.822952,-0.706591,-0.677509,0.120195
0.731724,-0.063618,-0.493983,-0.576951,-1.525836
0.821357,0.399115,-0.635722,-0.640316,-0.700209
-0.928853,0.063083,-0.706591,-0.710142,1.285868
-0.273114,-0.796278,-0.564852,-0.645969,-0.598199
-0.451201,2.966179,-0.706591,-0.736267,2.853246
-1.072738,2.250045,-0.706591,-0.603266,-1.241263
1.314341,0.294449,-0.706591,-0.710664,1.309421
-1.141142,-0.735682,-0.564852,-0.670527,-0.065320
-0.907624,1.925031,-0.635722,-0.614191,-1.102257
-0.464174,2.580569,-0.635722,-0.574861,-1.546893
-1.104581,0.784725,-0.635722,-0.591961,-1.372763
0.676293,-0.790769,-0.706591,-0.675467,0.061430
-0.505453,-0.261932,-0.635722,-0.678079,0.132854
-0.604521,2.833970,-0.706591,-0.552726,-1.740793
-1.023204,-0.212353,-0.281375,-0.713324,1.432968
2.004282,1.660612,-0.706591,-0.667107,-0.151786
-1.109299,0.955496,-0.635722,-0.676939,0.101208
1.987771,1.252967,-0.706591,-0.712089,1.373263
-0.105641,0.007996,-0.564852,-0.578043,-1.517458
0.539484,-0.157266,-0.706591,-0.667154,-0.151169
0.342526,-0.928487,-0.706591,-0.667154,-0.151169
1.684668,-0.834839,-0.635722,-0.612529,-1.126398
-1.287386,0.828795,-0.706591,-0.676084,0.076723
-0.358029,-0.603472,-0.706591,-0.638559,-0.734160
-0.822708,2.817444,-0.635722,-0.678792,0.150870
-1.088070,-0.294984,-0.635722,-0.630341,-0.870348
-0.876960,0.338519,-0.564852,-0.545220,-1.800503
-1.178883,-0.895435,-0.706591,-0.631339,-0.855066
-0.701231,-0.575929,-0.635722,-0.664256,-0.222019
-0.343877,-0.157266,-0.635722,-0.594573,-1.346425
-0.875780,1.869944,-0.635722,-0.685442,0.344992
1.146868,-0.388632,-0.635722,-0.699264,0.820174
-1.084532,-0.118705,-0.564852,-0.707957,1.177773
-1.235493,1.440263,-0.564852,-0.681262,0.218929
-0.551449,2.960671,-0.635722,-0.707149,1.141741
1.800248,-0.394141,-0.493983,-0.538903,-1.848888
0.597274,-0.631016,-0.706591,-0.691997,0.556227
-0.814452,2.977197,-0.706591,-0.568971,-1.605674
-0.839219,2.900075,-0.706591,-0.568971,-1.605674
-0.678823,1.423737,-0.706591,-0.600986,-1.274072
-1.144680,1.544929,-0.635722,-0.634996,-0.798039
0.778899,0.669042,-0.635722,-0.673662,0.006743
1.875729,-0.559403,-0.706591,-0.686962,0.388562
-0.260140,-0.818313,-0.706591,-0.584361,-1.458643
-1.325127,-0.250914,-0.564852,-0.561466,-1.673106
-0.735433,-0.856874,-0.706591,-0.585881,-1.443532
-0.104461,2.900075,-0.706591,-0.682924,0.263538
0.156183,-0.801786,-0.635722,-0.669197,-0.110923
-0.177583,0.575394,-0.564852,-0.687247,0.393857
0.706957,-0.708138,-0.706591,-0.627491,-0.921651
-0.484224,-0.339054,-0.635722,-0.532063,-1.900418
2.262568,0.239362,-0.564852,-0.673424,-0.004686
-0.506632,1.346615,-0.635722,-0.641504,-0.691435
-0.450022,0.878374,-0.493983,-0.630389,-0.877154
-0.836860,0.222836,-0.706591,-0.689194,0.455140
0.020554,-0.542876,-0.635722,-0.697317,0.736692
-0.869883,-0.845856,-0.635722,-0.621791,-1.007229
-1.037356,1.219914,-0.564852,-0.504275,-2.075769
-0.927673,2.900075,-0.706591,-0.607446,-1.200318
1.403974,0.580903,-0.706591,-0.715652,1.530760
1.135074,2.475903,-0.706591,-0.700974,0.875229
-0.802658,0.817778,-0.635722,-0.671762,-0.049640
-1.187138,-0.774243,-0.635722,-0.619084,-1.046458
-0.865166,-0.014039,-0.564852,-0.656656,-0.400365
-0.260140,-0.708138,-0.493983,-0.596331,-1.334303
-1.261440,-0.487789,-0.564852,-0.658034,-0.372410
0.794231,1.280510,-0.635722,-0.698694,0.784806
0.984113,0.619464,-0.706591,-0.637276,-0.767938
-0.204709,-0.774243,-0.635722,-0.659791,-0.334738
0.400316,-0.845856,-0.635722,-0.663164,-0.259708
-0.957158,-0.570420,-0.706591,-0.675847,0.054836
-1.129348,-0.306001,-0.493983,-0.595761,-1.342213
0.288274,2.773374,-0.635722,-0.655801,-0.421289
-0.558525,-0.085653,-0.635722,-0.651384,-0.511276
-0.927673,1.093214,-0.706591,-0.715224,1.502058
-0.286087,-0.184810,-0.635722,-0.656894,-0.399250
-1.319230,0.613955,-0.706591,-0.584123,-1.468135
-1.178883,0.691077,-0.635722,-0.700594,0.853488
0.776541,-0.487789,-0.564852,-0.630816,-0.876033
-0.023084,-0.575929,-0.564852,-0.701972,0.907387
0.998265,0.360554,-0.706591,-0.673472,-0.011272
-1.290924,-0.592455,-0.706591,-0.701497,0.888305
-0.954799,0.586411,-0.635722,-0.669149,-0.121006
1.705897,1.974609,-0.706591,-0.635851,-0.794962
-1.084532,2.172923,-0.706591,-0.635851,-0.794962
-0.918238,2.944144,-0.706591,-0.635851,-0.794962
-1.299180,1.049144,-0.706591,-0.635851,-0.794962
-1.172986,1.638577,-0.706591,-0.635851,-0.794962
-0.697693,1.258475,-0.706591,-0.635851,-0.794962
-0.764918,2.519973,-0.706591,-0.635851,-0.794962
0.552457,2.542008,-0.706591,-0.635851,-0.794962
0.773002,-0.834839,-0.706591,-0.635851,-0.794962
-1.047971,2.178432,-0.706591,-0.635851,-0.794962
1.197582,-0.851365,-0.706591,-0.619986,-1.038175
-0.033698,-0.564911,-0.635722,-0.629249,-0.902347
-1.255543,0.321993,-0.706591,-0.693802,0.599620
-0.136305,-0.107687,-0.706591,-0.685917,0.340036
1.925263,0.079609,-0.706591,-0.654329,-0.456154
-1.197753,-0.014039,-0.564852,-0.639604,-0.733448
-1.167089,1.803839,-0.706591,-0.627491,-0.930080
-0.139843,0.647007,-0.706591,-0.682259,0.228770
-1.058585,-0.465754,-0.635722,-0.594146,-1.363909
-0.372182,0.525816,-0.635722,-0.490452,-2.156244
0.100752,1.655103,-0.564852,-0.665491,-0.211950
0.580762,-0.003022,-0.635722,-0.699597,0.809157
-0.444125,2.674217,-0.706591,-0.669387,-0.119367
1.296650,1.825874,-0.706591,-0.725532,2.065516
1.933519,2.233519,-0.635722,-0.680217,0.167084
-0.695334,0.030031,-0.564852,-0.670527,-0.092344
-0.216503,0.470728,-0.635722,-0.698172,0.753185
-1.065662,0.107153,-0.635722,-0.673329,-0.021309
0.413289,1.456789,-0.635722,-0.721352,1.815858
1.191685,0.487254,-0.706591,-0.734082,2.637056
0.725827,1.241949,-0.423114,-0.591771,-1.392964
-0.399308,2.773374,-0.706591,-0.554626,-1.740793
-1.250825,-0.680595,-0.706591,-0.700167,0.826464
-0.908803,2.283098,-0.635722,-0.638891,-0.749922
-0.046671,-0.774243,-0.706591,-0.706627,1.089249
2.268465,2.442851,-0.635722,-0.654899,-0.449496
0.811922,1.908505,-0.493983,-0.540565,-1.848888
-1.003154,-0.151757,-0.564852,-0.605071,-1.240211
0.868533,0.553359,-0.635722,-0.635946,-0.800803
